company_id,company_name,company_status_de,legal_form_en,activity_code1,company_registration_date,addr_street,addr_house_number,addr_postal_code,addr_city,rating_points,limit_value
"7a0abb03548b6e31ea11b206de6fc0b0","company 735","Aktiv","Private limited company","41201","1988-09-16","170e1fb2203ba0b7496ada939ca9e941",,"76131","Karlsruhe","33","6500"
"ebe2d33d8542987d200fc10e90c1dec3","company 736","Aktiv","Private limited company","45320","1979-06-27","ee119317bed342b46161477ce11a288c",,"84072","Au in der Hallertau","2","0"
"5f55ea8ab38880d7eb47b2d4d1644d5a","company 737","Aktiv","Registered merchant",,"1992-03-04","37f4ff39201672b1bb8b6fa901c505cd",,"98617","Obermaßfeld-Grimmenthal","48","0"
"b91cf2af0ecfab45249e707fac7aeba2","company 738","Aktiv","General partnership",,"1993-09-13","c8be5b0b419eb8ca6636f45418eee7bd",,"60329","Frankfurt am Main","44","0"
"f65d0aaf68cd350bd69184f51bc56b42","company 739","Aktiv","Registered merchant","47710","1982-07-19","17c2489b8031b126852d488c18049019",,"14169","Berlin","17","10500"
"7deebc35e00846d1f9cc86ab26c5c0de","company 740","Aktiv","Private limited company","6832","2001-02-16","d2b29f4aa99940bd3c96120784fc0dd5",,"66440","Blieskastel","3","6000"
"517e9c73276d8be39f24cbc4f8fab417","company 741","Aktiv","Private limited company","2432","1985-08-13","91cf37ad8063de3fe2b826e0c93c8030",,"58089","Hagen","78","2600000"
"28b86fa83b6326d6050ca2ef71ef3ca6","company 742","Aktiv","Private limited company","6619","1999-03-29","562b3567ced554ea17822969348badab",,"23552","Lübeck","15","230000"
"ffdeb4df983d5893a175ce8f518da0cc","company 743","Aktiv","Private limited company","46422","1999-12-22","415b61766b063f9e75d9d5d2eccebb8e",,"96052","Bamberg","53","0"
"aefdac3a8d95a5e28564720365fa7421","company 744","Aktiv","Private limited company","82999","1981-05-29","e87ce2fb5c3babe7478c7406c9653133",,"49377","Vechta","20","0"
"5bfbf3f0d544e8e1f27a7577c0207332","company 745","Aktiv","Public limited company","6629","2005-05-02","8214df7add4bef94a6c2c95c81f793bb",,"72351","Geislingen","88","42000"
"17652f8a938ba6b89e70d9a1d0a1be0c","company 746","Aktiv","Limited partnership in which the general partner is a GmbH","2573","1905-12-07","dc633529d6acd42d8711802c313cba00",,"42285","Wuppertal","17","0"
"16c0be9ea2ee6a25461d8c3e95e6d52c","company 747","Aktiv","Private limited company","66190","1975-12-22","1ed0d0fce1666d77839fd7ac7247ca24",,"81671","München","65","7500"
"a3c03aa0690fbfb0692903ca8ccabf64","company 748","Aktiv","Private limited company","4751","1990-02-19","2cf74fcddef77d8cc1fda764d0ed79e8",,"52070","Aachen","83","0"
"46c3f07b0fc9cb7306c07000ebfb5f7e","company 749","Aktiv","Private limited company","642","1973-11-07","57e3dd29b61b3b07b33b48a1af275e34",,"93059","Regensburg","62","0"
"f11c80779322ef4957a5596ad82a2c78","company 750","Aktiv","Registered merchant","6832","1985-03-06","a357e0493cd2f72a1f6ca4339d90c467",,"91332","Heiligenstadt","58","10500"
"76b595c994a880c63baa830702864d2d","company 751","Aktiv","Private limited company","4299","1991-01-01","f185ac520eaa4228d6dd0cadafaeed43",,"39326","Wolmirstedt","42","0"
"06381628ea09c16f9da4cadcce57ef79","company 752","Aktiv","Registered merchant","96031","1966-05-16","54e86bda0fc4782324d426285b5b862e",,"52078","Aachen","49","0"
"2a13f7b66e53f2d5acc1e295e2eeccd7","company 753","Aktiv","Limited partnership","43210","1999-06-25","fb3b6070f8f6681d7412ed90cc4600c3",,"37318","Lutter","95","5000"
"aa047b16aaa4f8bf8371dbb827c322f4","company 754","Aktiv","Private limited company","25620","2001-11-13","d2f5de4db451e95ca65b9b1b71b05248",,"35435","Wettenberg","12","45000"
"bf9beefd6d96a6f2f5404f381ae17953","company 755","Aktiv","Private limited company","46141","1992-05-05","a214ed08147e7d9d49cc4f3abe84c457",,"10365","Berlin","86","185000"
"addebc61fa3841b67cbb6cf9283a8c44","company 756","Aktiv","Registered merchant",,"1983-07-12","149550f7dbf6fdc13e2d526b9961e5c6",,"48607","Ochtrup","74","0"
"340bb4892362caac77c7fd0c03191ea8","company 757","Aktiv","Private limited company","7021","1979-11-20","8885ba92e566d97e9ecca34a6a4e2acc",,"60314","Frankfurt am Main","97","495000"
"d3cf9dd9b39c345ea9f6c43cef6e1286","company 758","Aktiv","Limited partnership in which the general partner is a GmbH","46389","1962-01-01","2c12576917d10313bfb1e0f60ff030b6",,"93055","Regensburg","59","0"
"3cd84af67e05bcb44cb8f40b6172971b","company 759","Aktiv","Private limited company","41201","1999-08-02","2787cdb2d25b3481701760749f671159",,"72555","Metzingen","57","6500"
"3be2ddf0a96985b3df1a506aedc44b6f","company 760","Aktiv","Private limited company","70109","1997-08-01","baaad91445b8fca9933ad099a6b01af6",,"70174","Stuttgart","43","8500"
"09b236bba9e49088ba18821c8f867b56","company 761","Aktiv","Private limited company","7911","1954-06-10","b14c4056879126604700979571c835a9",,"33611","Bielefeld","69","47000"
"04f60a0cae91db6579cf2cb97d3502c0","company 762","Aktiv","Private limited company","452","2003-11-12","b0a6154f59fbc372c75b6b2d907f8095",,"28844","Weyhe","35","12000"
"49f39e42db5b3edc34bfab526775e7e9","company 763","Aktiv","Registered merchant","47530","1992-12-16","95d33250c63ba9eb7bb124a5cd38c459",,"78467","Konstanz","25","10500"
"71983bb0fb0ed8c2a9395c056500f396","company 764","Aktiv","Private limited company","4641","1982-03-29","2d17fe6590a332e7b2483c9147064a1e",,"71636","Ludwigsburg","89","0"
"2e336fbd6594a0ff1d6da31573d1e60f","company 765","Aktiv","Registered co-operative","015","1992-05-08","006100745346ad5621274dd7859749ac",,"17321","Plöwen","15","0"
"c201cbd615ab683b4f9020ccdc7a3ca0","company 766","Aktiv","Private limited company","0146","1991-07-05","e761b5934a0ffc7c180ea5c60f89a8ad",,"39279","Möckern","59","60000"
"cf20fb5b1a0bdfde0ee698a06237797c","company 767","Aktiv","Private limited company","41201","1991-12-11","c795ccdb32e662f74ec19c8d248c878f",,"23923","Herrnburg","37","6500"
"e2f2c19a4b76fd134a3bc630f0deb95b","company 768","Aktiv","General partnership","47770","1994-07-15","13580ffb871c37af507e14ebc1a2ec4a",,"04668","Grimma","38","5500"
"21c78462b1d39d16fc00bed6dae978d0","company 769","Aktiv","Private limited company","46493","1990-10-29","611b35a8d384d869a20d31a0713a7310",,"01277","Dresden","1","68000"
"f18f50664a47f975d39ca8415eb41724","company 770","Aktiv","Private limited company","7311","2004-07-21","42edf54b5c86f2893c527908e1960bb3",,"31542","Bad Nenndorf","0","16500"
"f0f259724c0da5117515e2269e6240d6","company 771","Aktiv","Private limited company","43320","2001-12-19","3fe44418e835b428e4fff9b7b0a43233",,"66538","Neunkirchen","24","0"
"0e39da2c826a9c96ef26089bddb9f71f","company 772","Aktiv","Registered merchant","1812","1968-06-20","b0d43af3db3d05772a64d89fe2c74b1c",,"79114","Freiburg im Breisgau","90","9000"
"eaeb1c4cfca48e04ea5d361cfb954bbe","company 773","Aktiv","Private limited company","68312","1999-11-01","33aa81e713880a3315836d7424475589",,"41844","Wegberg","23","20500"
"f1692751ddd18a7b9e28af8ff8d5fadb","company 774","Aktiv","Private limited company","701","1984-09-11","1530811ecfd990568a9a86501da3e1d5",,"56112","Lahnstein","76","9000"
"7d21e550766b372d6025f86b0ead76f2","company 775","Aktiv","Private limited company","4942","1999-12-27","354960292641c24af52984906c1ce62e",,"40233","Düsseldorf","15","185000"
"f9ce3c0eb7dba5d26aee0a081c28aef5","company 776","Aktiv","Limited partnership in which the general partner is a GmbH","749","1993-12-13","c631a562b0999455b4923ebd245b850f",,"26721","Emden","62","57000"
"f6297a661247760181255ddc4d1e2bc4","company 777","Aktiv","Registered merchant","47781","1981-04-22","3f27ed270127a47fba7286e10139dd12",,"87700","Memmingen","63","10500"
"1bf364b25430112d0517032095385948","company 778","Aktiv","Registered merchant","43220","1998-03-23","7d2a64f292d1fe704abac51b94c897be",,"25337","Elmshorn","22","9500"
"0702a363370467375d6d85f7d97f072a","company 779","Aktiv","Other legal form","43220","2002-06-18","2690f828636778e6da65d00bb8ebcf6d",,"85540","Haar","46","6500"
"34c806ecf47aa471b1f19594b9aa3218","company 780","Aktiv","Registered merchant",,"1975-11-06","0152bb06f1e23421b4e49cf82d994286",,"22952","Lütjensee","14","0"
"68f7d5c4ee99d72e247b958a6618b65c","company 781","Aktiv","General partnership","47782","1993-01-19","bd62ca128ae15d402dd93fa392596acb",,"38820","Halberstadt","24","5500"
"9911de21bc616afa01a04c482cdcf00f","company 782","Aktiv","Registered merchant","47191","1898-12-31","9fcb808c4833e20933445b6ae1f1234e",,"68542","Heddesheim","41","10500"
"e5ae584eac0599b4d186f9f1b34afd29","company 783","Aktiv","Limited partnership in which the general partner is a GmbH","201","1997-07-31","9daf0ca70ac0c203fd4932684a8d9cf4",,"33803","Steinhagen","92","10000"
"e43cfe5f2805d38ba06958a6235e07ee","company 784","Aktiv","Public limited company","701","1999-04-23","4be46c885418b5386cb1ae03c680969e",,"91799","Langenaltheim","61","130000"
"51a1dad97ce86bec757221c7932d5e29","company 785","Aktiv","Private limited company","69203","2002-04-10","8d2f6c499728f972c2f9955e00e1bbad",,"73054","Eislingen/Fils","29","10000"
"61e94b7e71c529d723bafe456d028c56","company 786","Aktiv","Registered merchant","15110","1984-04-10","8a05841975dcc8d14e9e98db2fcc5e03",,"13405","Berlin","93","10000"
"d72560d14027e04bd73b0e0be937c679","company 787","Aktiv","Private limited company","52299","2000-12-27","a34a70e758d825fc176a4ef585cbc1ed",,"68542","Heddesheim","41","0"
"08fe11279322b2c7b8b1b34fc1eb8527","company 788","Aktiv","Private limited company","4651","2008-06-03","c96028f8566d67e9440b47fac7c49e59",,"40882","Ratingen","52","10250000"
"e55f07f938100e0a0a1b6cab99145d96","company 789","Aktiv","Private limited company","152","1919-12-31","f99b34ca5b3d12f7ae5823b11e6c7f2d",,"52525","Heinsberg","40","11500"
"4c62d888d22e86475175379d9d234ca2","company 790","Aktiv","Registered merchant","90012","1995-08-15","9679dadba20730de521cb77a38d97947",,"01445","Radebeul","48","0"
"0795dcd381666386e876e4170bcafbfb","company 791","Aktiv","Private limited company","2391","1991-06-13","43ccfcb701453682d62d3d0893babe06",,"16259","Bad Freienwalde (Oder)","1","0"
"83f967a603a2752df6a6ad1cbce28ddb","company 792","Aktiv","Private limited company","81210","1976-05-11","32d8ba3a8314085ef868bfe68341a01d",,"21682","Stade","29","53000"
"be22b87016347d56e7ab11fe354b03e1","company 793","Aktiv","Registered merchant","52291","1956-03-27","c55fb15a1301e3abe2e31e78e45a30b1",,"57413","Finnentrop","52","10000"
"e71e3a0bb3244b886ccc711d45381366","company 794","Aktiv","Private limited company","503","1973-03-27","d6d0db8d1224907769dcae81b9c9e564",,"47138","Duisburg","65","7000"
"54d01886a4225008608567859d17d1f9","company 795","Aktiv","Private limited company","46721","1995-07-12","ad2b49deed1bef9e03effb7960f68576",,"02689","Sohland an der Spree","29","9500"
"6a56bd833958de01cad47295c3e1a6da","company 796","Aktiv","Private limited company","41201","1998-05-29","74c1ae23a248a875e70193b0be7a6166",,"08132","Mülsen","82","6500"
"1be05a4e8b6cf4409adbe2a3dde1dcff","company 797","Aktiv","Private limited company","6832","1977-08-19","da83f2afe3407a1f1bf6ec66429343e9",,"90478","Nürnberg","88","62000"
"09dc2ccd00bd50292e193b03f29fee17","company 798","Aktiv","Registered merchant",,"1978-02-23","348196a1477f59aea84a044ab2794f6f",,"86356","Neusäß","90","0"
"b2669badea026cc480016ce26fa555ba","company 799","Aktiv","Registered merchant","682","1962-08-09","0a4004614f88d24b35bbea4920bb07a7",,"34590","Wabern","24","10500"
"4a3de12a4c4f5ccdeef04f4e25fa7b98","company 800","Aktiv","Private limited company","68312","1999-10-12","63b20050de4d31d0df60d8e6b73d1a22",,"04435","Schkeuditz","42","7500"
"5911ed9d4e7030981f0de3b3d0aefc6e","company 801","Aktiv","Public limited company","6619","2001-07-05","f33606349505028da6d445a609cb5c0f",,"65719","Hofheim am Taunus","88","160000"
"9f52f7eaca7f15d4835169c916724022","company 802","Aktiv","Registered merchant","21200","1956-12-31","e20bd8268ca2d4cc1d2e1976674bc362",,"91555","Feuchtwangen","53","10000"
"bc8b0618c1a65e67dbb8e9f600cbe1fc","company 803","Aktiv","Private limited company","412","1999-06-22","93d244886a112cd1206980b2e26778c5",,"08525","Plauen","36","6500"
"57222852b55efeb9e82572e381eb6ffd","company 804","Aktiv","Limited partnership in which the general partner is a GmbH","45110","1981-06-29","298386824d59f47be9c970de7eec1fe9",,"82418","Murnau am Staffelsee","77","56000"
"05223944b5144166dbe76bea0be625e5","company 805","Aktiv","Private limited company","46462","1991-06-27","38a5e064e6fdd2370575d8f1156d39b0",,"44532","Lünen","56","8000"
"3becb525fc4fe0f0b967399a8d7ba05d","company 806","Aktiv","Private limited company","66220","1993-08-13","437cec9c583a62ceb1e689ce0c735f89",,"94032","Passau","22","14000"
"4f57e4563559c8ab3696da9f3359200b","company 807","Aktiv","Limited partnership in which the general partner is a GmbH","2899","1998-03-16","47b0862ce1cca35a9ba44c065488aeee",,"76275","Ettlingen","50","0"
"71e449b29f075decabb9fd13b9d978f7","company 808","Aktiv","Limited partnership in which the general partner is a GmbH","46693","1992-12-28","a53be18df54e3e6c39c0a751c2f6ca12",,"89077","Ulm","72","925000"
"a0b98c5e388833b3ebc9498ffda873d5","company 809","Aktiv","Registered merchant","47730","1991-10-07","fd93df53eba1183ccde92723d2291111",,"24594","Hohenwestedt","83","10500"
"74da18bac0db1d574bf81e85ac6c9640","company 810","Aktiv","Limited partnership","452","1986-06-16","7230add009e65d11beb47389cc6e0c19",,"67354","Römerberg","29","6000"
"ceeef9acdaeb86043de36765ac5ce7ae","company 811","Aktiv","Registered merchant","4773","1900-05-02","98665dcab6d1859695d9756bf148ea4c",,"28195","Bremen","85","10500"
"21aa507210cd6400bb5061aaf7c8c999","company 812","Aktiv","Private limited company","59110","2004-03-29","076b6282947a6e0236efe780bead4d1c",,"20359","Hamburg","24","48500"
"84f025608f056923c98ead5bc9deebd8","company 813","Aktiv","Limited partnership in which the general partner is a GmbH","46692","1968-07-01","9dc7d99723bd8f74d7977cd81c48d916",,"22145","Hamburg","27","20500"
"815c1d0b0f3c338250c64505948d46ce","company 814","Aktiv","Limited partnership in which the general partner is a GmbH","4941","1992-02-01","1f2356adfb149882116f7875d6b42316",,"39288","Burg","53","130000"
"7aba04b52a422b243d521e5a16bdf795","company 815","Aktiv","General partnership","93110","1988-08-24","b396d16325f851f21bdda1d14eebcbf6",,"25813","Husum","32","6500"
"3aa8dc4184a807aa5b3d6baacc77f608","company 816","Aktiv","Registered merchant",,"1990-04-20","18a7624fc6e03fe10c6e9c20662f81cb",,"23669","Timmendorfer Strand","1","0"
"76893022b58a0d8c010fd730e42f575e","company 817","Aktiv","Private limited company","27900","1994-05-09","30da9bb7ce2ad4a04467cb16140c24d3",,"90513","Zirndorf","47","14000"
"be9e441c78ad5c296807f5b535fe0d63","company 818","Aktiv","Private limited company","7022","1993-07-22","c81c8181cef8c9a2e580d58688e251e7",,"31141","Hildesheim","14","9000"
"d2f84be524572171bd1760b78f11bf11","company 819","Aktiv","Registered merchant","47750","1977-02-25","b8ed37504a57e149ea0f2298bf90c777",,"87534","Oberstaufen","99","10500"
"f7ef2b12e2b9e4da1fad9c2d88aa6bc6","company 820","Aktiv","Private limited company",,"1993-06-04","a4fc13607cf50e35b08a8d58d8a4e068",,"99198","Erfurt","26","0"
"b322fcbc9e995e61c51136f2af5eed36","company 821","Aktiv","Private limited company","46692","1982-08-10","eeb2668016d197d8d6f3f9b5f7a9213b",,"33758","Schloß Holte-Stukenbrock","52","10500"
"cc503ae0923c37aece10927957fc0da4","company 822","Aktiv","Limited partnership in which the general partner is a GmbH","41201","1990-03-01","5d398e2a964f56657f67e042c7d4631f",,"32584","Löhne","22","0"
"7ad8f181ff06c99a9a44df32b3b7ab0c","company 823","Aktiv","Limited partnership in which the general partner is a GmbH",,"1979-01-18","207465c2774df59ffb07a779106d2561",,"73728","Esslingen am Neckar","77","0"
"26173bacf265686e80a396f2757a6000","company 824","Aktiv","Registered merchant","47510","1950-01-01","135eaae689ac4d077db18d36ad0462f8",,"94481","Grafenau","41","10500"
"b0081f34f2b43337411257e5fc8c8a4c","company 825","Aktiv","Private limited company","73110","1994-11-24","f05ff4b2c8b0f519f13cb18393c3d8c8",,"65760","Eschborn","43","69000"
"8bb5fb4dee0dae9d8eddefeafc1712d5","company 826","Aktiv","Registered merchant","52291","1954-12-31","ea984b0cd71285a8ecb61e254e38d893",,"32657","Lemgo","29","10000"
"e687c403e3a39cc244d8ecdcaaba95f8","company 827","Aktiv","Private limited company","6832","1999-07-27","8cac1e34024cf58cd25e68d4576e2002",,"91623","Sachsen bei Ansbach","28","0"
"ef51b032d437e802048033069c51694f","company 828","Aktiv","Private limited company","1061","2008-02-21","abe25ded4ae66f617b2ea98f41f81b6e",,"45663","Recklinghausen","20","53000"
"b7f5c1b9ded978e17b35192d5b9e7eb4","company 829","Aktiv","Private limited company","749","1998-02-20","17d8a2768f28a4eb797d929f55ca7ea1",,"60325","Frankfurt","40","12500"
"59d6cc448e6e757b4730916cf8360472","company 830","Aktiv","Private limited company","46422","1993-05-26","59a55f8f7efc535e5434ddf1903ca74b",,"80335","München","11","7500"
"457f6a377d0ec84c373f82d0f981deac","company 831","Aktiv","Private limited company","2562","1990-06-28","67f9829e57532af3db440784c4928884",,"17373","Ueckermünde","39","8500"
"7fb4f8e787d71ab973a510960ffd4f1a","company 832","Aktiv","Private limited company","4519","1989-03-16","fae0338e2736371dfe810c82136e60fb",,"73117","Wangen","31","49500"
"b77b6bc510185a3f818803c29796d2de","company 833","Aktiv","Private limited company","43220","1994-04-15","b90498f55ae52e155efbf1ead8642ca1",,"85599","Parsdorf","14","36000"
"a401f4ed5c1a5338ffa5f9a91fb2c083","company 834","Aktiv","Limited partnership in which the general partner is a GmbH",,"1991-06-04","0513096848d608e2a0e4c63b0e99ff6b",,"76532","Baden-Baden","99","0"
"67410921bebf668b6ea62389ce30a9cc","company 835","Aktiv","Registered merchant","43320","1974-05-27","5b1255c359872d15ffcfff0f257ed0c6",,"33613","Bielefeld","54","10000"
"e729e7b3638a31972deea1ae8825e8b5","company 836","Aktiv","Private limited company","71122","1990-12-04","26b32652e7ce284b1e6f83ac7ad85677",,"10785","Berlin","26","0"
"5d4c4fabea265691be00904b9d4f37a5","company 837","Aktiv","Limited partnership in which the general partner is a GmbH","96031","1986-08-15","86b99d61a10ad7fc5032db25136217e7",,"22301","Hamburg","14","7500"
"7b7ea0743b26b4b4711f7b0f4a63ce4e","company 838","Aktiv","Private limited company","682","1921-06-06","ca81d88f2b941b7b1ced09fbdd3b40d9",,"96047","Bamberg","25","1400000"
"bf37a683804a338f9d7145b5ab816f1e","company 839","Aktiv","Registered merchant",,"1995-06-06","7a8086fb9889fc6f85f906dcb7da1dc5",,"18190","Sanitz","4","0"
"ff548b5ccdf8ca23ffad2bf6c292dfd9","company 840","Aktiv","Private limited company","4941","1976-01-01","fae7c0d1bff2a619279a356990be8b2b",,"65462","Ginsheim-Gustavsburg","46","265000"
"4f739a0ebaf9ee27a5232d9d6b35edc6","company 841","Aktiv","Registered merchant",,"1975-07-15","8a3c28ead28265c0241e512c820fe770",,"36137","Großenlüder","2","0"
"b5e7cf0a48daefa97e7caa2b54ae76e2","company 842","Aktiv","Private limited company","6420","1999-07-12","9202fcffc361d13875d72394dc47eff1",,"42697","Solingen","30","12000"
"55b2851d9a61587ee784ced73eb265d0","company 843","Aktiv","Private limited company","642","2000-10-16","1192aeaee495ea6d845aa164b2481a1f",,"60322","Frankfurt am Main","92","27000"
"6c2e8345cfe416cf767a4f9bcf782996","company 844","Aktiv","Private limited company","353","1982-12-15","4fa67340c6d5d1961afee89889572b65",,"85716","Unterschleißheim","76","8050000"
"5e15689aebfb52096022fa8d6a19a3b3","company 845","Aktiv","Registered merchant","10130","1986-11-11","d5983431ffa6a37c587ff3c05a8c9143",,"93333","Neustadt a.d.Donau","70","10000"
"6a4847a3982872ec3726d4c7b2fd9270","company 846","Aktiv","Registered merchant","6832","1990-07-28","8d9f3f2a9ce2b6b3ab5e9f146d478d7e",,"50389","Wesseling","26","10500"
"e7d79fb283d86576b8cea575c08a17ba","company 847","Aktiv","Private limited company","10710","1979-06-07","29c4d89f99f9c1c762d1b4d57fa2289e",,"47574","Goch","30","120000"
"582ac4f9df4e60d91bb27d47874b31d7","company 848","Aktiv","Private limited company","46742","1977-04-01","6cb01057ec5586ea61bebb6ed817f799",,"67071","Ludwigshafen am Rhein","55","12000"
"0b3adfee540c16fa1e592378347d29f9","company 849","Aktiv","Private limited company","46462","1995-01-27","427787cd084a046be33eef1da630534f",,"86911","Dießen","36","7500"
"19c1084be46c2e26e1b18c8e28a8b877","company 850","Aktiv","Private limited company","6832","2000-04-14","339ca73213cf8b764a22b5dd62d18fd1",,"82031","Grünwald","0","0"
"24030a745d4068d587ce5f87aa111f35","company 851","Aktiv","Private limited company","4753","1998-06-08","b4e7ab903cd2f26641b62698e1ed8ba2",,"33378","Rheda-Wiedenbrück","4","965000"
"6a237f93ddfffe4e34712ebdac032943","company 852","Aktiv","Private limited company","81309","1997-08-01","f3c1553971db0867c3852270e0964825",,"12349","Berlin","1","7000"
"1df6bd64c141fb98308ded00790365e8","company 853","Aktiv","Registered merchant",,"1950-03-29","7402bb08e03b227fd2d1608902fb76c0",,"96052","Bamberg","20","0"
"45f2061143934db5a8ab3806d89d445f","company 854","Aktiv","Private limited company","4642","1991-02-14","07a85401d82ca1ed39db5f6246f498e0",,"56368","Katzenelnbogen","50","7500"
"7496eeb664e6befb4c2c2df28075a072","company 855","Aktiv","Registered merchant","22110","1984-05-02","5ee3f938a54fa85357b425ad00327507",,"87727","Babenhausen","45","10000"
"25b4b2a351498ad873fac8b8c4273dc8","company 856","Aktiv","Private limited company","2829","2000-02-16","1ff1de774005f8da13f42943881c655f",,"78628","Rottweil","34","7000"
"1e8a89601bb1dee83f3ee0331e86daa0","company 857","Aktiv","Private limited company","70101","1998-11-13","168f77ade73c10548fc01232ef9b1112",,"80539","München","92","1100000"
"8f5fc7a01326de774530559c4400d3d9","company 858","Aktiv","Limited partnership in which the general partner is a GmbH","46693","1993-11-11","03746655d0fbff3495d09b0c73d720fd",,"17335","Strasburg (Uckermark)","83","0"
"ea8a1a0e2be2665bf00a2e3656ba4ba4","company 859","Aktiv","Registered merchant","6619","1981-11-01","fca0df3c3b45fd834604d64a2321c18b",,"47807","Krefeld","95","10500"
"c9dba56c26f3769f4bcc4715551f9a8f","company 860","Aktiv","Private limited company","5811","1993-01-08","b9d4041dc87868a6759688cd25fa949a",,"50968","Köln","54","0"
"a884db74fc58297f4fc8bf2159276c30","company 861","Aktiv","Private limited company","2611","1988-10-18","451b6906d8b06cce73768c06709349df",,"73240","Wendlingen am Neckar","13","98000"
"a007de56c9678b340dcfe38c983db1ea","company 862","Aktiv","Private limited company","52292","1986-12-23","8b4467d2e0b18beeaa2b6522deefd8e7",,"20095","Hamburg","46","13500"
"ce01a9182b5fab9043ad716d039cb133","company 863","Aktiv","Private limited company","66190","1992-07-14","203cf955426d18cdd7fda83e69f931db",,"97080","Würzburg","67","15000"
"c3db367a8b97cbeb69c5e5f37bbeb369","company 864","Aktiv","Registered merchant","47301","1994-03-15","e65b6db8c25f4b5b9a8fa06833aa8229",,"37124","Rosdorf","12","10500"
"a70b3383dfae6798a69f64047ee79ea0","company 865","Aktiv","Private limited company","41201","1992-09-08","e1c4bc40d2e25384a74e1ca72fc9e14e",,"08058","Zwickau","43","6500"
"59fc9a97a72263d50b66f1f563ade3b0","company 866","Aktiv","Private limited company","642","1993-09-02","09bb674c1d1122dbc8b03d04fe5de8d4",,"41065","Mönchengladbach","57","480000"
"7267d5a5e7db4adaaaf04cfd5daaa10c","company 867","Aktiv","Limited partnership in which the general partner is a GmbH","7739","1956-12-31","4596946c8887645137a4e4ce5857a018",,"33607","Bielefeld","9","16000"
"152f0a4299305dbccac0208da14a54c9","company 868","Aktiv","Limited partnership in which the general partner is a GmbH","6832","2000-09-25","598c0069f95ebbfd5ef2939825cc2b0f",,"95030","Hof","4","0"
"bacbfa6dad69101528ea644d959e31f1","company 869","Aktiv","Private limited company","64910","1998-11-19","23caded8357481d64471f1577ca9687a",,"82166","Gräfelfing","48","700000"
"c467667c0c01765acda3911fad771ec4","company 870","Aktiv","Registered merchant","23700","2000-11-21","f9958573ecf332c7a0cb44846b8fd215",,"35644","Hohenahr","22","10000"
"ed5e47615ac67c5108c7cb313d018281","company 871","Aktiv","Private limited company","4631","1999-09-29","9160b45abe471cdb5967c4eb1c71d753",,"31595","Steyerberg","51","0"
"95cdfbc608f710b91545e2355f705607","company 872","Aktiv","Private limited company","71121","2001-10-16","0edfe59461a05d6f1e8e6b0c843cd235",,"15366","Hoppegarten","52","11000"
"566339370454cfdaf017bec93aa5b1ec","company 873","Aktiv","Limited partnership in which the general partner is a GmbH","28990","1895-12-31","134d8c30a0cb6917628bdaf722c7213f",,"57392","Schmallenberg","39","45500"
"dd43043213b9e5cbcbc4ee5f89428f19","company 874","Aktiv","Registered merchant","47260","1934-10-05","1240764ff59f98d1ce0dde33188d68d4",,"33775","Versmold","88","10500"
"e34686824bafbccc175174a8076d9c37","company 875","Aktiv","General partnership","47710","1991-01-29","e331c21e664d71e906c529dbddc48b18",,"17217","Penzlin","73","8000"
"0fef36a470f3b31e546a5bddaf41395b","company 876","Aktiv","Private limited company","4631","1972-12-08","c0b1b065e51ee02e0c613a7775a022c0",,"48155","Münster","91","250000"
"b8c75b4e447a3d9da53bea52e43493a9","company 877","Aktiv","Registered merchant","25993","1954-12-31","a379a6d7e96054c720fab23592a91244",,"40699","Erkrath","72","10000"
"33ebde1067a6c683d04839ccef454c8a","company 878","Aktiv","Registered merchant","70101","0051-13-12","41b2f0ab849d1b67c9a75299f442f929",,"85598","Baldham","24","12000"
"7f0cb9d59af63a2cef45359b1d03b478","company 879","Aktiv","Private limited company","6832","1981-04-25","410f8f515f29048b747c3f77644c9477",,"82377","Penzberg","61","6500"
"f7caff36046fbcf3e75eb08c899e15d0","company 880","Aktiv","Private limited company","70109","1983-09-28","f5405e816375e4badb84c505bcd853c1",,"76149","Karlsruhe","89","63000"
"bd1329c8d518fa0680533d4adb24ff15","company 881","Aktiv","Registered merchant","4773","1991-10-29","ff0b2492164fb8915252ec4114b8dee8",,"13187","Berlin","72","10500"
"ec46dd879a84483914333609c7aa0963","company 882","Aktiv","General partnership","47641","1926-12-31","8d87423d0a28bc97321cd22d43094b16",,"31303","Burgdorf","69","5500"
"48896506db12fe61842ce2e5a4d230d2","company 883","Aktiv","Private limited company","46492","2004-07-26","b6c7e1ad3df06c71cab47192574e5a9b",,"82418","Murnau am Staffelsee","84","11500"
"0b3a17913cf12599437ce4e7d980aefd","company 884","Aktiv","Limited partnership in which the general partner is a GmbH","6832","1949-01-10","24645365cc2c4b8cbd7e2b92507c41b2",,"27472","Cuxhaven","57","64000"
"c58ff21a665e350ec97e2afc6bba4faf","company 885","Aktiv","Registered merchant","47599","1975-09-01","ae427ab85ca1c69c6a31c0bee1eb4a8d",,"23568","Lübeck","59","10500"
"9af952b58396fbccda0a6b98fd0a4ff8","company 886","Aktiv","Private limited company","4321","1965-11-02","f0847d2bcd1ca3e9e0a76c388daccb6c",,"61273","Wehrheim","47","135000"
"ea955a24824aee0b461317703fd71219","company 887","Aktiv","Private limited company","71122","1996-10-28","2a2e2b763ce065c7eec8719feba8b4c6",,"46446","Emmerich am Rhein","15","6500"
